Name,ccode,pppReal,expReal,gdpUSDT,expShareT
Beer,PHL,0.7074032349557098,453633207.55369383,116862082387.78627,0.003881782681643408
Beer,RoW,0.8981338906287277,40480077210.902214,3953264466259.4966,0.010239658276443036
Beer,RUS,0.6522352987857026,15072001432.15885,793246609212.229,0.019000398182762876
Beer,THA,0.6989595004946856,2808965961.586962,188991157433.48123,0.014862949143933506
Beer,TUR,1.3535212660414409,2485624762.078704,426950403300.6212,0.005821811486446926
Beer,USA,1,55004135904.6324,4714580039654.105,0.01166681558951068
Beer,VNM,0.2842196118518792,919385066.796743,59056391694.1914,0.015567918059700401
Beer,ZAF,0.8672858847966065,4656764233.163401,165367298474.65317,0.028160127643841088
Bicycles,AUS,1.1271243459220002,60960418.726410806,410366207611.79,1.4855126371438434e-4
Bicycles,BRA,0.5546842779658436,1150146184.360147,987101604734.631,0.0011651750730051222
Bicycles,CAN,1.060607979292281,965735536.6141253,504068428113.4744,0.001915881818324717
Bicycles,CHL,0.9639002985994917,61783054.97449799,97256116028.83278,6.352613850647875e-4
Bicycles,CHN,0.2530480196975593,7088084932.711064,2548185298532.511,0.0027816206838619864
Bicycles,COL,0.15774880709627298,93066584.5403405,124398941565.95387,7.481300352623854e-4
Bicycles,EU,1.1545332251500795,12755843615.96081,5859159613535.026,0.0021770773382745897
Bicycles,IDN,0.38003266529829893,276035391.6378135,347358927915.7229,7.946690568574817e-4
Bicycles,IND,0.19622708539868292,1824847030.1229272,863763756060.2175,0.002112669138198602
Bicycles,ISR,0.9996085136629246,60087252.27982215,80940492070.38477,7.423633183199712e-4
Bicycles,JPN,1.1783199199811707,2059424010.4251506,2021638224400.7524,0.001018690676486194
Bicycles,KOR,0.6121784778959108,283631389.9878552,346737064565.3099,8.180013588781814e-4
Bicycles,MEX,0.7936734689991268,285619440.88929677,476386003517.584,5.995546443017069e-4
Bicycles,MYSG,0.19307656873155343,412300891.849216,148201628667.646,0.002782026726398761
Bicycles,NZL,1.1058884272293952,101032977.5229498,54312692779.97695,0.001860209324038466
Bicycles,PER,0.39377314158239723,93223920.70004721,70766324607.54346,0.0013173486289848923
Bicycles,PHL,0.14548333663333918,22639107.25216516,116862082387.78627,1.937250029230291e-4
Bicycles,RoW,0.4412518794653288,3324488292.586999,3953264466259.4966,8.409476069615364e-4
Bicycles,RUS,0.651570471289692,263125252.92806944,793246609212.229,3.3170674777844737e-4
Bicycles,THA,0.1571848329132103,136952059.4232961,188991157433.48123,7.246479744508617e-4
Bicycles,TUR,0.6120804079425687,24958514.71862936,426950403300.6212,5.8457644086251753e-5
Bicycles,USA,1,5603250249.35928,4714580039654.105,0.0011884940338758939
Bicycles,VNM,0.1365662431378408,112050238.9649591,59056391694.1914,0.0018973431283303415
Bicycles,ZAF,0.27805523549932004,81052587.43086891,165367298474.65317,4.901367330693397e-4
Bread,AUS,1.7092436092152872,3953962433.9196954,410366207611.79,0.009635204752678317
Bread,BRA,1.0586057523672379,15377526219.584417,987101604734.631,0.01557846339812046
Bread,CAN,1.600125280352288,4710202770.053419,504068428113.4744,0.009344371730802136
Bread,CHL,0.8472269932859667,2467650273.191838,97256116028.83278,0.025372700185356697
Bread,CHN,0.635089875635013,3787701112.961563,2548185298532.511,0.0014864308004378188
Bread,COL,0.7975446843017712,1496640539.7591968,124398941565.95387,0.012030974869393944
Bread,EU,1.1151259645702851,92067146555.18376,5859159613535.026,0.015713370624432704
Bread,IDN,0.6906568658332168,3103095248.0493183,347358927915.7229,0.008933397125184008
Bread,IND,0.23868757213655514,1232600510.502599,863763756060.2175,0.0014270111495818167
Bread,ISR,1.2453789515460953,1301473228.8824553,80940492070.38477,0.016079383700196827
Bread,JPN,1.8683359737625647,6925733331.662636,2021638224400.7524,0.003425802523948388
Bread,KOR,1.4150358789319493,6576063944.98172,346737064565.3099,0.018965563872514937
Bread,MEX,0.662954200735687,32443543744.41574,476386003517.584,0.06810347807210128
Bread,MYSG,0.618639773577253,532978298.37469614,148201628667.646,0.0035963052711785143
Bread,NZL,1.303907968640234,650553806.489239,54312692779.97695,0.011977933208442829
Bread,PER,0.6867345141562725,1747572709.7781491,70766324607.54346,0.02469497631069374
Bread,PHL,0.5498419265750967,2165293244.2415566,116862082387.78627,0.018528621089057885
Bread,RoW,0.6015825196886945,66965696298.4053,3953264466259.4966,0.0169393413645728
Bread,RUS,0.500532558310222,11026725576.821533,793246609212.229,0.013900753496787264
Bread,THA,0.5305268304544428,713919072.5672004,188991157433.48123,0.003777526325899543
Bread,TUR,0.5799282940408597,6118924782.980191,426950403300.6212,0.014331699269228183
Bread,USA,1,22606669176.3405,4714580039654.105,0.004795054699718086
Bread,VNM,0.4766777086039591,132895901.35772206,59056391694.1914,0.0022503220658297227
Bread,ZAF,0.4999934639458004,3665916642.4871764,165367298474.65317,0.02216832878266481
Butter and margarine,AUS,0.932637299779055,865901678.2016807,410366207611.79,0.0021100706201930526
Butter and margarine,BRA,0.8663665611865131,3100731942.970937,987101604734.631,0.003141249014385431
Butter and margarine,CAN,1.4958799989954128,939442015.907446,504068428113.4744,0.001863719216502807
Butter and margarine,CHL,0.9514802337938357,372935497.7441943,97256116028.83278,0.0038345711608885657
Butter and margarine,CHN,1.2072868259703002,8482110098.104214,2548185298532.511,0.0033286865374307843
Butter and margarine,COL,0.6728824227333063,214810663.15415803,124398941565.95387,0.0017267885116230642
Butter and margarine,EU,0.8555683527124643,18749592172.74568,5859159613535.026,0.0032000480289755117
Butter and margarine,IDN,0.49015133562712837,186119652.0126334,347358927915.7229,5.358136413231625e-4
Butter and margarine,IND,0.6144589564333957,2861542302.609236,863763756060.2175,0.003312876098970912
Butter and margarine,ISR,1.1552224876337696,242764750.0124607,80940492070.38477,0.0029992991616773932
Butter and margarine,JPN,2.04338136578339,897327302.1163557,2021638224400.7524,4.438614640769065e-4
Butter and margarine,KOR,1.391704679465961,254525777.56593853,346737064565.3099,7.340599075700982e-4
Butter and margarine,MEX,0.9206141892135344,1783005079.1657615,476386003517.584,0.003742773855655372
Butter and margarine,MYSG,0.9684647476814607,964106459.9424347,148201628667.646,0.006505370208208174
Butter and margarine,NZL,0.9639394559800923,191387672.86867717,54312692779.97695,0.0035238111585444093
Butter and margarine,PER,1.001778462659112,125428633.67343235,70766324607.54346,0.0017724339135745094
Butter and margarine,PHL,0.8249227959813636,46043196.06232721,116862082387.78627,3.939960260980201e-4
Butter and margarine,RoW,0.8461345973648051,25247829150.917603,3953264466259.4966,0.0063865773125992295
Butter and margarine,RUS,0.68290643597638,4446039761.499955,793246609212.229,0.005604864502245153
Butter and margarine,THA,0.9069249333991846,82134476.84912738,188991157433.48123,4.345942845396672e-4
Butter and margarine,TUR,0.8167068821263507,2864591498.879598,426950403300.6212,0.006709424506299395
Butter and margarine,USA,1,3556279962.12954,4714580039654.105,7.543153223018468e-4
Butter and margarine,VNM,0.8543421875516279,20307029.665562477,59056391694.1914,3.438582866816059e-4
Butter and margarine,ZAF,0.7657912075184272,762727722.4911636,165367298474.65317,0.00461232498520904
Carpets and other floor coverings,AUS,1.0414655605997547,1670651212.238992,410366207611.79,0.004071122770955455
Carpets and other floor coverings,BRA,1.1194710151495328,1938629977.0685844,987101604734.631,0.0019639619343844133
Carpets and other floor coverings,CAN,1.1170931791745584,633850644.5365168,504068428113.4744,0.0012574694410216586
Carpets and other floor coverings,CHL,1.444630164369702,237793619.29955462,97256116028.83278,0.0024450248376056655
Carpets and other floor coverings,CHN,1.33337062094463,2966820490.7887645,2548185298532.511,0.0011642875784964866
Carpets and other floor coverings,COL,0.3944328331888931,2594645.1156992516,124398941565.95387,2.0857453311398327e-5
Carpets and other floor coverings,EU,1.2588871940735449,17088579999.501072,5859159613535.026,0.002916558197190153
Carpets and other floor coverings,IDN,0.3520007558647578,116647600.08057378,347358927915.7229,3.3581287454017916e-4
Carpets and other floor coverings,IND,0.3301810347762373,118195320.04427631,863763756060.2175,1.3683755449914512e-4
Carpets and other floor coverings,ISR,0.7844430476697157,91152769.54752539,80940492070.38477,0.001126170192643012
Carpets and other floor coverings,JPN,1.2333319015269186,1230932123.7485433,2021638224400.7524,6.088785366696419e-4
Carpets and other floor coverings,KOR,0.7314138588310893,232617288.13175252,346737064565.3099,6.708751728730683e-4
Carpets and other floor coverings,MEX,0.9666416758181001,360462518.0105126,476386003517.584,7.566605973913914e-4
Carpets and other floor coverings,MYSG,0.5816514665441923,234616673.50925538,148201628667.646,0.0015830910605942263
Carpets and other floor coverings,NZL,0.8589668876587194,202065955.0458996,54312692779.97695,0.003720418648076932
Carpets and other floor coverings,PER,0.46235425627661675,76839257.8337751,70766324607.54346,0.0010858167109838045
Carpets and other floor coverings,PHL,0.2709907181909906,12968814.449308038,116862082387.78627,1.1097538383984386e-4
Carpets and other floor coverings,RoW,0.546771009763185,9758707356.074503,3953264466259.4966,0.0024685187240478263
Carpets and other floor coverings,RUS,0.49564262214430604,1718399994.3912995,793246609212.229,0.0021662872232102418
Carpets and other floor coverings,THA,0.30545903739762975,31761078.677056395,188991157433.48123,1.6805589800271618e-4
Carpets and other floor coverings,TUR,0.5711152847304503,4057140955.2490835,426950403300.6212,0.00950260480815707
Carpets and other floor coverings,USA,1,18634286786.1789,4714580039654.105,0.003952480736236699
Carpets and other floor coverings,VNM,0.3667755108660242,93087434.02528065,59056391694.1914,0.0015762465561274114
Carpets and other floor coverings,ZAF,0.9801726241612905,84449497.32790677,165367298474.65317,5.106783391085684e-4
Cheese,AUS,1.9698780463563847,2504355039.5572805,410366207611.79,0.006102732128290695
Cheese,BRA,1.528830946368903,7643331139.931829,987101604734.631,0.007743206072475828
Cheese,CAN,1.7903506768501745,5827363309.071752,504068428113.4744,0.011560659196373856
Cheese,CHL,1.6239293351942734,975215934.0394877,97256116028.83278,0.01002729672805742
Cheese,CHN,1.5671150410847288,5822157788.41455,2548185298532.511,0.0022848251231052563
Cheese,COL,1.01356847720241,890084485.8654659,124398941565.95387,0.007155080860503629
Cheese,EU,1.0417060441263677,75545234354.97151,5859159613535.026,0.012893527286824084
Cheese,IDN,1.210989094165872,85353821.36192437,347358927915.7229,2.4572226162165357e-4
Cheese,IND,0.682715458624243,386945541.3052356,863763756060.2175,4.479761260997615e-4
Cheese,ISR,2.2601389367970617,1074388260.068807,80940492070.38477,0.013273804403542954
Cheese,JPN,2.3809975971644963,2475447015.9259214,2021638224400.7524,0.0012244757672504364
Cheese,KOR,1.7326650638234038,213492442.4396575,346737064565.3099,6.157185494642872e-4
Cheese,MEX,1.1205510343167358,3396054590.970194,476386003517.584,0.0071287875082267005
Cheese,MYSG,1.1120080120786653,78562854.50093563,148201628667.646,5.301079023707567e-4
Cheese,NZL,2.106292731630122,349919092.8843631,54312692779.97695,0.006442676195450304
Cheese,PER,1.3737154846016777,611887731.0192078,70766324607.54346,0.008646594752696576
Cheese,PHL,0.8240490138132115,416812090.6694872,116862082387.78627,0.0035667008678346972
Cheese,RoW,1.0520913668863894,38611737369.83813,3953264466259.4966,0.00976705143290649
Cheese,RUS,0.9301402916739496,11304377964.771534,793246609212.229,0.01425077376126181
Cheese,THA,0.9079061352885993,18181119.236185413,188991157433.48123,9.62008989366848e-5
Cheese,TUR,1.7384064867537932,3224990232.4059596,426950403300.6212,0.007553547689554946
Cheese,USA,1,17458147386.8259,4714580039654.105,0.0037030121962054446
Cheese,VNM,0.72152491449926,10467541.064722924,59056391694.1914,1.7724653952660096e-4
Cheese,ZAF,1.2251477460707274,572045791.868373,165367298474.65317,0.003459243738906782
"Clothing materials, other articles of clothing and clothing accessories",AUS,1.4835938827109543,1795523870.604489,410366207611.79,0.004375418436751669
"Clothing materials, other articles of clothing and clothing accessories",BRA,1.792414210289132,3597494666.049566,987101604734.631,0.003644502905064878
"Clothing materials, other articles of clothing and clothing accessories",CAN,1.1280037888489496,3707436146.067359,504068428113.4744,0.007355025507038405
"Clothing materials, other articles of clothing and clothing accessories",CHL,0.7262719099141641,302205219.0819425,97256116028.83278,0.003107313261331041
"Clothing materials, other articles of clothing and clothing accessories",CHN,0.8497425831232579,9314669357.6039,2548185298532.511,0.0036554128787134035
"Clothing materials, other articles of clothing and clothing accessories",COL,0.9339355787981202,189920762.63755533,124398941565.95387,0.0015267072231226588
"Clothing materials, other articles of clothing and clothing accessories",EU,1.0788923476628427,31019199601.519173,5859159613535.026,0.005294138007413704
"Clothing materials, other articles of clothing and clothing accessories",IDN,0.7170616973139918,1943038086.297523,347358927915.7229,0.005593747360853635
"Clothing materials, other articles of clothing and clothing accessories",IND,0.2537198329767103,24355300050.841415,863763756060.2175,0.028196714529827388
"Clothing materials, other articles of clothing and clothing accessories",ISR,0.855072382367885,152481879.7349666,80940492070.38477,0.0018838763619372417
"Clothing materials, other articles of clothing and clothing accessories",JPN,1.425226965159635,7354928139.135665,2021638224400.7524,0.0036381030247465713
"Clothing materials, other articles of clothing and clothing accessories",KOR,0.9865034906094166,895818824.0519801,346737064565.3099,0.0025835681142857675
"Clothing materials, other articles of clothing and clothing accessories",MEX,0.5346987122817038,2943108111.3713756,476386003517.584,0.006177990305424122
"Clothing materials, other articles of clothing and clothing accessories",MYSG,0.694690761213516,1166344447.5604005,148201628667.646,0.00786998400790872
"Clothing materials, other articles of clothing and clothing accessories",NZL,1.3165493360200182,1218966980.846001,54312692779.97695,0.02244350111278939
"Clothing materials, other articles of clothing and clothing accessories",PER,1.3038281291898841,63844086.997567266,70766324607.54346,9.02181755964216e-4
"Clothing materials, other articles of clothing and clothing accessories",PHL,0.45368724298676166,12838368.690293409,116862082387.78627,1.0985914702162794e-4
"Clothing materials, other articles of clothing and clothing accessories",RoW,0.701882220820168,35694028569.2831,3953264466259.4966,0.009029000936802012
"Clothing materials, other articles of clothing and clothing accessories",RUS,0.7214212679647283,4161113736.4434357,793246609212.229,0.0052456747852673785
"Clothing materials, other articles of clothing and clothing accessories",THA,0.4516130167705503,222496385.2843479,188991157433.48123,0.0011772846322858222
"Clothing materials, other articles of clothing and clothing accessories",TUR,0.7103366374900993,1580190372.1302662,426950403300.6212,0.0037011099179537115
"Clothing materials, other articles of clothing and clothing accessories",USA,1,4469629625.59044,4714580039654.105,9.4804406500613e-4
"Clothing materials, other articles of clothing and clothing accessories",VNM,0.36560103690342943,861394889.2981777,59056391694.1914,0.014585972230723027
"Clothing materials, other articles of clothing and clothing accessories",ZAF,0.6840755925804789,1451358444.3225672,165367298474.65317,0.008776574677762095
"Coffee, tea and cocoa",AUS,1.6873163491631036,1509694747.496614,410366207611.79,0.0036788963601135463
"Coffee, tea and cocoa",BRA,0.8363742271208889,6870987652.305368,987101604734.631,0.006960770420540995
"Coffee, tea and cocoa",CAN,1.529908332788735,1795755951.565206,504068428113.4744,0.0035625241562658445
"Coffee, tea and cocoa",CHL,1.159599885842793,504503568.5091053,97256116028.83278,0.005187371130053548
"Coffee, tea and cocoa",CHN,1.3282653731126581,7730182111.672652,2548185298532.511,0.003033602821633274
"Coffee, tea and cocoa",COL,0.9456338279613064,1039964973.7589211,124398941565.95387,0.008359918184734331
"Coffee, tea and cocoa",EU,1.1314581940381463,33577704843.756687,5859159613535.026,0.005730805620347001
"Coffee, tea and cocoa",IDN,0.5639882955138114,4237124295.6448383,347358927915.7229,0.012198115422191942
"Coffee, tea and cocoa",IND,0.7496812006650376,2004510123.0164373,863763756060.2175,0.0023206694063656595
"Coffee, tea and cocoa",ISR,1.4343597417273577,418822527.6840026,80940492070.38477,0.0051744499813492625
"Coffee, tea and cocoa",JPN,1.73976978071817,7485571441.101658,2021638224400.7524,0.0037027255177273406
"Coffee, tea and cocoa",KOR,1.9062940200418486,842406516.8889759,346737064565.3099,0.0024295254328955762
"Coffee, tea and cocoa",MEX,0.8727603508505953,1946842143.3918529,476386003517.584,0.004086690475825435
"Coffee, tea and cocoa",MYSG,0.8808126298048748,1105416370.6010096,148201628667.646,0.007458867898678726
"Coffee, tea and cocoa",NZL,1.594010290255441,300634713.6048758,54312692779.97695,0.005535257012992523
"Coffee, tea and cocoa",PER,0.90329549429951,226562216.3320141,70766324607.54346,0.0032015540949524362
"Coffee, tea and cocoa",PHL,0.5527550080579163,2590080053.970132,116862082387.78627,0.022163562389513194
"Coffee, tea and cocoa",RoW,0.9968191175510571,34599868655.14436,3953264466259.4966,0.00875222716578891
"Coffee, tea and cocoa",RUS,0.9301864186898495,8588653750.57362,793246609212.229,0.010827217728800615
"Coffee, tea and cocoa",THA,0.8866017172292445,1210538901.7853026,188991157433.48123,0.006405267411579154
"Coffee, tea and cocoa",TUR,1.4154026243289846,2485094891.2206564,426950403300.6212,0.005820570426937551
"Coffee, tea and cocoa",USA,1,11598443953.5004,4714580039654.105,0.0024601223981662096
"Coffee, tea and cocoa",VNM,0.6701068733672814,507466390.81776714,59056391694.1914,0.008592912236249611
"Coffee, tea and cocoa",ZAF,2.001204154068192,1414784159.1768494,165367298474.65317,0.008555404679321782
"Confectionery, chocolate and ice cream",AUS,1.7076865464806186,6886439864.558101,410366207611.79,0.016781205998016125
